Fid,Protocol,Flag,Packet,Sender ID,Receiver ID,Source IP Address,Destination IP Address,Source Port,Destination Port,Packet Size,Label,Url
10.152.152.11-10.152.152.10-41745-53-17,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,0,https://networks.nokia.com/solutions/passive-optical-lan
216.58.209.102-10.152.152.11-80-50575-6,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,1,https://superbahisgir12.blogspot.com/
10.152.152.11-10.152.152.10-45806-53-17,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,0,http://stefaninicompany.net/webadmin
65.61.34.87-10.152.152.11-80-44742-6,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,0,https://ru.wikipedia.org/wiki/LATAM_Chile
10.152.152.11-10.152.152.10-42448-53-17,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,1,https://www.ibef.org/industry/indian-food-industry.aspx
10.152.152.11-2.20.24.214-51985-80-6,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,1,http://www.dictionary.com/browse/black-letter
10.152.152.11-10.152.152.10-33924-53-17,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,1,https://www.profoundlorerecords.com/products-page/plr-items/lord-mantis-death-mask/
10.152.152.11-10.152.152.10-47963-53-17,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,0,https://www.brightstorm.com/math/precalculus/vectors-and-parametric-equations/parametrizing-a-line-segment/
10.152.152.11-10.152.152.10-38912-53-17,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,1,https://wilsonvaluation602-my.sharepoint.com/:o:/g/personal/brian_wilsonvaluation_com/EvgZsh2f49NAtJi6I_LnklcBZ46LeDpzwPCKxS6JGi7zMw?e=un6Z
10.152.152.11-93.93.64.225-39900-80-6,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,0,http://newyork.cbslocal.com/2017/06/11/6-11-sunday-morning-weather/
10.152.152.11-10.152.152.10-37098-53-17,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,http://www.msnews.co.kr/
10.152.152.11-173.241.240.221-57807-80-6,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,0,https://mywebarticle.com/$%25/
10.152.152.11-10.152.152.10-34910-53-17,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,1,https://wn.com/Multimediacard
198.47.127.27-10.152.152.11-80-45611-6,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,0,http://noithatchauau.vn/1./db/box/
10.152.152.11-10.152.152.10-44402-53-17,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,0,https://www.secureupdate.appleld.com.duilawyeryork.com/ap/011991787988559/?cmd=_update&dispatch=011991787988559c7&locale=_RU
10.152.152.11-173.194.46.44-51058-443-6,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,1,https://en.wiktionary.org/wiki/insectarium
10.152.152.11-10.152.152.10-59025-53-17,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,0,http://facebook-login.mypi.co/
10.152.152.11-10.152.152.10-44838-53-17,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,1,http://dictionary.babylon-software.com/select_committee/
10.152.152.11-162.212.130.108-46424-80-6,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,0,https://krurama.wordpress.com/
10.152.152.11-10.152.152.10-40974-53-17,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,1,https://www.pissedconsumer.com/icon-parking/RT-F.html
65.61.34.87-10.152.152.11-80-44145-6,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,1,https://www.batesfamilyblog.com/
10.152.152.11-54.230.35.228-42110-80-6,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,1,http://www.webopedia.com/TERM/F/font.html
216.58.209.130-10.152.152.11-80-58086-6,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,1,http://www.idph.state.il.us/envhealth/pchousemouse.htm
31.13.92.14-10.152.152.11-80-33087-6,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,1,http://support-appleld.com.secureupdate.duilawyeryork.com/ap/d927fe51f8215da/?cmd=_update&dispatch=d927fe51f8215da10&locale=_US
10.152.152.11-10.152.152.10-42603-53-17,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,0,http://www.math-only-math.com/line-segment-ray-and-line.html
10.152.152.11-10.152.152.10-50974-53-17,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,0,http://joshtobye.com/3.mtb.com/www3.mtb.com/emsslv908.php?NeowVkKrYPQPxKIiztaNKAstovcwzIaTEp6yqPBwTMAxpmxYiY92WcFSP0u7tr6APBTtl24kcTDnngsvjqvmIMVi4LrYohi1fTocodXw7w7WUctodcIPYGW8BvECJGEB86Cwzrv6z48flBi7PNErz7YybiLWwUfBDzM2Zg109D250ovyz7B3SR4olDtgmzlI1ZX6tULj
10.152.152.11-10.152.152.10-41393-53-17,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,0,http://tutorial.math.lamar.edu/classes/CalcI/Functions.aspx
10.152.152.11-10.152.152.10-40602-53-17,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,0,https://www.merriam-webster.com/dictionary/provenance
10.152.152.11-173.241.240.212-34950-80-6,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,0,http://everything.explained.today/UN_Security_Council_Resolution_678/
10.152.152.11-10.152.152.10-56207-53-17,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,0,https://arxiv.org/abs/1509.05637
10.152.152.11-10.152.152.10-41846-53-17,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,https://www.impotspublicservice.com/8f6c2005856507a5981b73c5594988a6/
10.152.152.11-10.152.152.10-49922-53-17,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,1,https://headcamatu.files.wordpress.com/2015/10/schema-cable-serial-null-modem.pdf
10.152.152.11-10.152.152.10-41731-53-17,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,0,http://shadetreetechnology.com/V4/validation/cbad27e4a7e40a3f90d485c275671da5
10.152.152.11-10.152.152.10-42324-53-17,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,0,https://www.caremax.com.au/
10.152.152.11-10.152.152.10-34779-53-17,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,1,http://surfeventsco.com/cgi-/login.html?cmd=login_submit&id=6e8a75c8d914d0ab8d8c2a70508ec2bf6e8a75c8d914d0ab8d8c2a70508ec2bf&session=6e8a75c8d914d0ab8d8c2a70508ec2bf6e8a75c8d914d0ab8d8c2a70508ec2bf
192.230.82.107-10.152.152.11-80-46974-6,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,1,http://rationalwiki.org/wiki/Cladistics
10.152.152.11-10.152.152.10-46152-53-17,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,1,https://www.sharecare.com/health/vascular-disease/what-risk-peripheral-arterial-disease
54.239.168.28-10.152.152.11-80-45765-6,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,0,https://www.eladios.com.mx/library/carouFredSel/genehttps/steper.php
10.152.152.11-93.184.220.29-33222-80-6,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,1,http://www.zeitklicks.de/
10.152.152.11-10.152.152.10-56033-53-17,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,0,http://email.m-aut.ru/
10.152.152.11-10.152.152.10-46019-53-17,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,0,http://chat-whatsagp.com/NbmtrAuhTonc6hdtRMNdOA
10.152.152.11-10.152.152.10-43535-53-17,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,0,https://thesession.org/sessions
10.152.152.11-152.163.66.141-59419-443-6,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/799c6043d8e6110/?cmd=_update&dispatch=799c6043d8e611069&locale=_US
10.152.152.11-92.122.214.224-35950-80-6,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,0,http://ngimmigration.com/english/includes/login.php
10.152.152.11-54.251.136.58-44490-80-6,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,1,http://www.shadetreetechnology.com/V4/validation/7259ebc0a75ce9b05f488749c23fee10
10.152.152.11-10.152.152.10-49533-53-17,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,0,http://www.cheapcolumbusproperties.com/gdocmolee/
72.21.202.25-10.152.152.11-80-32931-6,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,1,https://forums.techguy.org/threads/device-driver-not-found-mscd001.52810/
10.152.152.11-10.152.152.10-47780-53-17,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,1,https://rebrand.ly/s7qjoks
81.22.36.131-10.152.152.11-443-46578-6,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,0,http://www.cyberoxen.com/1Drivefiles/index.php
10.152.152.11-10.152.152.10-46093-53-17,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,0,http://ch.tcorner.fr/https//admin.hostpoint.ch/
74.125.136.156-10.152.152.11-80-42465-6,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,1,http://psychology.wikia.com/wiki/Latency_period
173.192.220.64-10.152.152.11-80-44538-6,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,1,http://www.wikiwand.com/en/Internet_radio_device
10.152.152.11-10.152.152.10-50543-53-17,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,1,https://ais140mumbai.com/owa/?email=oevwrfu.gubznf@fhzvgbzbpbec.pb.wc
10.152.152.11-10.152.152.10-48322-53-17,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,1,http://www.payscale.com/research/US/Job=Digital_Media_Specialist/Salary
10.152.152.11-10.152.152.10-54074-53-17,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,0,http://www.jjscdc.cn/adfile/login.html?http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&app=com-d3
10.152.152.11-10.152.152.10-36578-53-17,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,0,http://www.hidoc.co.kr/
37.157.2.15-10.152.152.11-80-43511-6,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,1,http://iqfilms.com/Auth/4b4f58a20404ded5e75a4622a7beb921YjViYjhhODhmNTE5YWFlYjMxMzJmM2UyYTAwZDJkMTc=/resolution/websc_login/?country.x=US&amp;locale.x=en_US
10.152.152.11-10.152.152.10-60919-53-17,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,1,https://www.newamerica.org/
192.230.77.107-10.152.152.11-80-59685-6,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,0,https://www.netchb.com/
23.60.69.111-10.152.152.11-80-57686-6,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,0,https://www.granhongo.com/wp-includes/Login/customer_center/customer-IDPP00C824/myaccount/identity?cmd=_session=US
10.152.152.11-72.251.244.141-38484-443-6,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,0,http://mccarthyelectrical.com/ourtime123/ourtime.php
10.152.152.11-63.251.88.51-44648-80-6,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,1,http://www.swhowto.com/CoaxStrip.htm
10.152.152.11-10.152.152.10-51516-53-17,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,0,http://ahamsi.vot.pl/chaosn/chronopost/ifram2.html
10.152.152.11-10.152.152.10-51068-53-17,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,0,https://www.bestjobdescriptions.com/freight-and-delivery/truck-driver-job-description
10.152.152.11-173.194.116.202-59152-443-6,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,1,https://psicoayudante.com/wp-json/oembed/1.0/service/
95.101.196.174-10.152.152.11-80-36715-6,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,0,http://onager.co.kr/wp-admin/excel2/index.php
93.184.220.29-10.152.152.11-80-59048-6,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,1,http://www.google.co.id/patents/US6219419
54.191.75.225-10.152.152.11-443-48973-6,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,0,https://www.todosprodutos.com.br
10.152.152.11-10.152.152.10-48601-53-17,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,1,https://viajaparavivir.com/indexx%20/spider
10.152.152.11-10.152.152.10-56211-53-17,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,0,http://www.answers.com/Q/What_is_a_select_committee
54.192.98.128-10.152.152.11-80-39932-6,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,http://216.222.194.94/images/social/sign-in/
10.152.152.11-10.152.152.10-58547-53-17,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,0,http://www.waficsaab.com/packages/wp-content/plugins/quick-setup/yoa/dhlfl.html
10.152.152.11-10.152.152.10-51398-53-17,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,0,https://docs.google.com/forms/d/e/1FAIpQLSflMmOLQ_GpcAoPvFOrQIHwElTIG0zT52Q5d4EPirPPCFxTUA/viewform?fbzx=-359523241694154764
23.212.199.241-10.152.152.11-80-59107-6,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,0,https://www.coda-music.com/
10.152.152.11-23.43.139.27-58098-80-6,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,1,http://rockysite.net/GetTokens/
10.152.152.11-10.152.152.10-35215-53-17,UDP,ACK,SNMP,901234,678901,10.0.0.15,192.168.1.10,161,12345,768,0,https://urlz.fr/8qDN
198.23.90.62-10.152.152.11-80-37416-6,TCP,FIN,HTTPS,567890,890123,192.168.0.2,10.0.0.8,443,12345,4096,1,https://groups.google.com/forum/#!topic/comp.sys.apple2/hcyQg9_QL1Q
74.125.232.97-10.152.152.11-80-38288-6,UDP,ACK,DHCP,890123,567890,10.0.0.10,192.168.1.5,67,12345,256,1,http://www.seriouseats.com/recipes/2015/07/grilled-pork-belly-kebabs-gochujang-chili-recipe.html
109.68.230.135-10.152.152.11-80-45416-6,TCP,SYN,SMTP,234567,456789,192.168.0.5,10.0.0.10,25,12345,512,1,http://di448620c5wng.cloudfront.net/celulares-e-smartphones/l/te
54.171.107.33-10.152.152.11-443-48511-6,UDP,ACK,SNMP,456789,234567,10.0.0.8,192.168.0.5,161,12345,256,1,https://623112j4j3.codesandbox.io/pjj
10.152.152.11-10.152.152.10-54793-53-17,TCP,SYN,FTP,789012,345678,10.0.0.2,192.168.1.10,21,12345,512,0,http://www.freesheetpianomusic.com/
10.152.152.11-10.152.152.10-43746-53-17,UDP,ACK,DNS,345678,789012,192.168.1.10,10.0.0.2,12345,53,256,0,http://ww17.paypal.com.05925924b730bb369f87ad369fde0ffbf74a3c2.33s3.smoz.us/sbg1xq3ekty%20xvtq/kfyqrsnjfked1r/rzchf6fugweaovinebpooamyfuo0ib61fmwqj2u0opkbvfrznitrw==&amp;gerf=3uyfjdsoil4lilwi5c6ma63xu%20h0jlq1wnniditpsxa=&amp;guro=phmbqulkusscrq/
10.152.152.11-162.212.130.108-46151-80-6,TCP,SYN,SSH,123456,987654,10.0.0.5,192.168.0.1,12345,22,1024,0,http://anthonytalks.com/home.html
23.78.33.46-10.152.152.11-80-38280-6,UDP,ACK,NTP,987654,123456,192.168.0.1,10.0.0.5,12345,123,512,1,http://starasia.com.hk
10.152.152.11-10.152.152.10-41237-53-17,TCP,RST,FTP,345678,789012,10.0.0.2,192.168.1.10,12345,20,2048,0,http://clioadams.azurewebsites.net/Account/Login?ReturnUrl=%2F
10.152.152.11-10.152.152.10-57235-53-17,UDP,ACK,SNMP,789012,345678,192.168.1.10,10.0.0.2,161,12345,768,1,http://www.waymarking.com
216.58.209.98-10.152.152.11-443-44554-6,TCP,FIN,HTTPS,123456,987654,10.0.0.5,192.168.0.1,443,12345,4096,0,http://www.sabanfilms.com/
10.152.152.11-10.152.152.10-35097-53-17,UDP,ACK,DHCP,987654,123456,192.168.0.1,10.0.0.5,67,12345,256,0,http://andreacostafisio.com.br/wp-content/plugins/adob/login.php?cmd=login_submit&amp;id=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204&amp;session=9c127b2a76a05cb1ee8818971b2032049c127b2a76a05cb1ee8818971b203204
192.230.77.107-10.152.152.11-80-59698-6,TCP,SYN,SMTP,789012,345678,10.0.0.2,192.168.1.10,25,12345,512,1,http://www.jayski.com/news/tracks/story/_/page/gateway-motorsports-park
74.125.232.127-10.152.152.11-80-46220-6,UDP,ACK,SNMP,345678,789012,10.0.0.2,192.168.1.10,161,12345,256,0,http://www.diffen.com/difference/Mouse_vs_Rat
10.152.152.11-10.152.152.10-41791-53-17,TCP,SYN,FTP,567890,890123,192.168.1.5,10.0.0.10,21,12345,512,0,https://pittaro3ace.weebly.com/
104.16.25.216-10.152.152.11-80-39164-6,UDP,ACK,DNS,901234,678901,10.0.0.15,192.168.0.2,12345,53,256,0,http://www.resplendence.com/latencymon_idlt
10.152.152.11-10.152.152.10-52329-53-17,TCP,SYN,SSH,234567,456789,192.168.0.5,10.0.0.10,22,12345,256,0,https://www.nasa.gov/
10.152.152.11-173.241.240.220-46542-80-6,UDP,ACK,NTP,456789,234567,10.0.0.8,192.168.0.5,123,12345,128,0,https://vk.com/hdmisplitter
64.233.165.95-10.152.152.11-443-47455-6,TCP,RST,FTP,678901,901234,192.168.1.10,10.0.0.15,20,12345,2048,0,http://lifehacker.com/how-do-i-choose-the-best-internet-service-provider-480869389
10.152.152.11-10.152.152.10-36440-53-17,UDP,ACK,HTTPS,42888,48632,10.152.152.11,10.152.152.11,443,57158,166917,1,http://www.shokitini.com/FileUpload/Update.html?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@ccclchem.com
10.152.152.11-10.152.152.10-55977-53-17,TCP,SYN,DHCP,42884,53,173.194.65.127,10.152.152.11,443,57159,13058,1,http://wow-atlantida.com/files
10.152.152.11-10.152.152.10-38363-53-17,UDP,ACK,SMTP,54459,57832,74.125.136.120,10.152.152.11,443,57160,208319,0,http://support-appleld.com.secureupdate.duilawyeryork.com/ap/e5a6cdb508f0848?cmd=_update&dispatch=e5a6cdb508f08484d&locale=_US
46.4.104.106-10.152.152.11-80-58645-6,TCP,SYN,SNMP,42889,53434,173.194.33.105,10.152.152.11,443,49134,6776,1,http://www.powaywelding.com/en/revoltrevolt
10.152.152.11-10.152.152.10-51260-53-17,UDP,ACK,FTP,46645,53,74.125.136.188,10.152.152.11,19305,34697,2879,0,https://www.sihle.com/
10.152.152.11-54.83.38.242-48226-80-6,TCP,SYN,DNS,42890,53,173.194.33.118,10.152.152.11,443,54570,2317,0,http://www.megatrak.com/customers/wp-content/uploads/signin.html
10.152.152.11-192.230.77.107-53405-443-6,UDP,ACK,SSH,48018,80,74.125.136.132,173.194.33.97,56254,443,0,1,https://www.math.ksu.edu/~gerald/leontief.pdf
10.152.152.11-10.152.152.10-39666-53-17,TCP,RST,NTP,54460,443,216.58.220.99,10.152.152.11,443,57361,169732,1,https://www.meine-homematic.de/
10.152.152.11-10.152.152.10-46816-53-17,UDP,ACK,FTP,34510,59672,173.194.65.149,74.125.28.189,44097,443,12791,0,http://www.justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/ca4d661ef651798a8c8f574111280dfe/
10.152.152.11-77.66.54.155-48525-80-6,TCP,FIN,SNMP,42889,53,173.194.65.102,10.152.152.11,19305,34702,195651,0,http://www.stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=abuse@jamer.co.uk
10.152.152.11-173.241.240.221-57825-80-6,UDP,ACK,HTTPS,443,53,173.194.65.101,10.152.152.11,443,49132,2879,1,http://www.dictionary.com/browse/dna
10.152.152.11-10.152.152.10-36614-53-17,TCP,SYN,DHCP,46645,53,173.194.65.138,10.152.152.11,443,34481,1967,1,http://u15838okb.ha002.t.justns.ru
10.152.152.11-10.152.152.10-57821-53-17,UDP,ACK,SMTP,443,53,173.194.65.138,10.152.152.11,5228,50953,2678,0,https://www.rugbyzap.fr/
10.152.152.11-10.152.152.10-40703-53-17,TCP,SYN,SNMP,57575,40333,173.194.65.102,10.152.152.11,443,41313,12780,1,https://www.rottentomatoes.com/m/bridge_of_spies/
173.194.112.186-10.152.152.11-80-52162-6,UDP,ACK,FTP,54436,53,173.194.65.101,10.152.152.11,443,41995,0,0,https://www.autohut.ro/
152.163.50.2-10.152.152.11-80-57899-6,TCP,SYN,DNS,50406,53,173.194.65.138,10.152.152.11,443,57157,169930,1,https://learn.adafruit.com/raspberry-pi-hosting-node-red/what-is-node-red
10.152.152.11-10.152.152.10-41122-53-17,UDP,ACK,SSH,39921,57754,216.58.216.142,10.152.152.11,443,45258,13575,0,http://storage.googleapis.com/tetsalala-62c12.appspot.com/76yuv6fv/tduyttf.d
10.152.152.11-217.163.21.34-55150-443-6,TCP,RST,NTP,42890,51986,74.125.136.120,10.152.152.11,443,47874,215298,1,http://www.mybjj.com.au/
10.152.152.11-10.152.152.10-45234-53-17,UDP,ACK,FTP,57665,53,10.152.152.11,10.152.152.11,443,47698,172403,1,https://www.nwzonline.de/
93.184.220.20-10.152.152.11-443-44701-6,TCP,FIN,SNMP,443,443,173.194.65.127,10.152.152.11,443,57468,13234,1,http://levieuxsinge.com/ic
23.235.40.64-10.152.152.11-443-54409-6,UDP,ACK,HTTPS,42887,44285,74.125.136.132,10.152.152.11,443,57457,268827,1,https://xgyul.codesandbox.io/index3.html
10.152.152.11-10.152.152.10-57547-53-17,TCP,SYN,DHCP,57662,53,173.194.65.149,10.152.152.11,443,47874,0,1,http://viccats.camcam.dns-cloud.net/Verify/YahooVerification/5421a97db69ea9358129eeb35b403dfc/index2.php
10.152.152.11-10.152.152.10-54953-53-17,UDP,ACK,SMTP,42888,53,173.194.33.105,10.152.152.11,443,47698,4756,0,http://veltz3d.com/images/main/sek.php
10.152.152.11-217.79.188.2-50083-443-6,TCP,SYN,SNMP,443,53,173.194.65.138,10.152.152.11,443,57457,2333,0,http://magazyn.allegro.secfence.lesavik.net
10.152.152.11-10.152.152.10-54875-53-17,UDP,ACK,FTP,42884,53,173.194.33.118,10.152.152.11,443,57361,2911,1,http://ftp.warfacebonus.hop.ru
10.152.152.11-93.93.64.225-39899-80-6,TCP,SYN,DNS,443,80,10.152.152.11,10.152.152.11,443,49132,2051,1,https://www.mynamenecklace.sg/
10.152.152.11-54.195.129.178-34504-80-6,UDP,ACK,SSH,42886,53,74.125.136.188,173.194.33.97,56254,443,0,0,https://ghadirigraphic.ir/grainer/index.php
10.152.152.11-173.194.116.210-33209-443-6,TCP,RST,NTP,443,53,216.58.220.99,10.152.152.11,19305,34702,169743,0,http://regina.ninetendev.com/wp-admin/css/0001
10.152.152.11-10.152.152.10-50410-53-17,UDP,ACK,FTP,57679,53,216.58.220.99,10.152.152.11,443,41995,13122,0,https://www.cutiefive.net/
10.152.152.11-10.152.152.10-56115-53-17,TCP,FIN,SNMP,53658,80,216.58.216.142,10.152.152.11,443,45258,254501,1,https://www.corinnakegel.com/Autenticazione/
23.235.44.134-10.152.152.11-80-36521-6,UDP,ACK,NTP,52692,33602,10.152.152.11,10.152.152.11,443,34481,3963,0,http://www.seobook.com/learn-seo/seo-basics/
10.152.152.11-10.152.152.10-46811-53-17,TCP,SYN,FTP,42018,47638,173.194.65.127,10.152.152.11,443,57468,7704,0,http://ftp.blackbox.com/manuals/I/IC018A.pdf
54.231.82.58-10.152.152.11-80-36140-6,UDP,ACK,SNMP,42018,50717,173.194.33.105,10.152.152.11,443,41313,9306,1,http://wiki.networksecuritytoolkit.org/images/NETGEAR_Whitepaper_10_Gigabit.pdf
10.152.152.11-10.152.152.10-58936-53-17,TCP,SYN,HTTPS,53924,53,173.194.33.118,74.125.28.189,44097,443,2345,0,http://209.140.29.226/~paranorm/sites/all/modules/weblinks/translations/ACCOUNTID2B1D11E519226373AC2723EA2BED2F6F/1f0bd7bbbbe3406c3fa5111355e6dfdd/Up-dating.php
10.152.152.11-10.152.152.10-58287-53-17,UDP,ACK,DHCP,53926,53,10.152.152.11,10.152.152.11,5228,50953,181851,1,http://mudanzassuarez.com/blog/profile/
10.152.152.11-62.157.245.35-57836-443-6,TCP,SYN,SMTP,443,80,74.125.136.188,10.152.152.11,443,57157,160312,0,https://www.maseczki-wielorazowe.com
10.152.152.11-10.152.152.10-36421-53-17,UDP,ACK,SNMP,443,53,216.58.216.142,10.152.152.11,443,57157,5846,1,http://vtchekhov.com/sa/?sec=AnnaLisa
10.152.152.11-10.152.152.10-43929-53-17,TCP,RST,FTP,53919,53,10.152.152.11,10.152.152.11,443,57361,6623,0,https://www.motorradonline.de
10.152.152.11-10.152.152.10-40791-53-17,UDP,ACK,DNS,443,80,173.194.65.127,173.194.33.97,56254,443,13513,0,http://www.bionity.com/en/encyclopedia/Digene.html
216.58.209.130-10.152.152.11-80-58251-6,TCP,FIN,SSH,53892,56971,173.194.33.118,10.152.152.11,19305,34702,0,0,https://sqopmein.co.vu/help-support/
10.152.152.11-10.152.152.10-49978-53-17,UDP,ACK,NTP,53892,53,173.194.40.238,10.152.152.11,443,34481,86023,0,https://en.wiktionary.org/wiki/insecticide
23.212.199.241-10.152.152.11-80-59108-6,TCP,SYN,FTP,443,43386,10.152.152.11,10.152.152.11,443,41313,14002,0,http://www.dataforce.co.uk/wp-content/plugins/jpprnvv/Nachprufung/index.php?mail=oa@stadt.nuernberg.de
54.154.145.64-10.152.152.11-443-39541-6,UDP,ACK,SNMP,53929,80,173.194.33.105,74.125.28.189,44097,443,2964,1,http://www.aafp.org/afp/2013/0901/p306.html
10.152.152.11-10.152.152.10-46794-53-17,TCP,SYN,HTTPS,53925,80,74.125.136.188,10.152.152.11,5228,50953,5840,0,https://www.coolutils.com/MP3Converter
